sample_id,population_id,superpopulation,dataset,country,neural_ancestry,supervised,in_qc_panel,African,American,East Asian,European,South Asian,max_ancestry,assigned_group
NA19059,JPT,East Asian,kg,,East Asian,yes,yes,1e-05,1e-05,0.99996,1e-05,1e-05,0.99996,East Asian
NA19060,JPT,East Asian,kg,,East Asian,yes,yes,1e-05,1e-05,0.99996,1e-05,1e-05,0.99996,East Asian
NA19062,JPT,East Asian,kg,,East Asian,yes,yes,1e-05,0.00319,0.99678,1e-05,1e-05,0.99678,East Asian
NA19063,JPT,East Asian,kg,,East Asian,yes,yes,1e-05,1e-05,0.99996,1e-05,1e-05,0.99996,East Asian
NA19064,JPT,East Asian,kg,,East Asian,yes,yes,1e-05,1e-05,0.99996,1e-05,1e-05,0.99996,East Asian
NA19065,JPT,East Asian,kg,,East Asian,yes,yes,1e-05,1e-05,0.99996,1e-05,1e-05,0.99996,East Asian
NA19066,JPT,East Asian,kg,,East Asian,yes,yes,1e-05,1e-05,0.99996,1e-05,1e-05,0.99996,East Asian
NA19067,JPT,East Asian,kg,,East Asian,yes,yes,1e-05,1e-05,0.99996,1e-05,1e-05,0.99996,East Asian
NA19068,JPT,East Asian,kg,,East Asian,yes,yes,1.6e-05,1e-05,0.999954,1e-05,1e-05,0.999954,East Asian
NA19070,JPT,East Asian,kg,,East Asian,yes,yes,1e-05,1e-05,0.99996,1e-05,1e-05,0.99996,East Asian
NA19072,JPT,East Asian,kg,,East Asian,yes,yes,1e-05,1e-05,0.99996,1e-05,1e-05,0.99996,East Asian
NA19074,JPT,East Asian,kg,,East Asian,yes,yes,1e-05,0.002614,0.997356,1e-05,1e-05,0.997356,East Asian
NA19075,JPT,East Asian,kg,,East Asian,yes,yes,1e-05,1e-05,0.99996,1e-05,1e-05,0.99996,East Asian
NA19076,JPT,East Asian,kg,,East Asian,yes,yes,1e-05,1.4e-05,0.999956,1e-05,1e-05,0.999956,East Asian
NA19077,JPT,East Asian,kg,,East Asian,yes,yes,1e-05,1e-05,0.99996,1e-05,1e-05,0.99996,East Asian
NA19078,JPT,East Asian,kg,,East Asian,yes,yes,1e-05,0.003498,0.996472,1e-05,1e-05,0.996472,East Asian
NA19079,JPT,East Asian,kg,,East Asian,yes,yes,1e-05,1e-05,0.99996,1e-05,1e-05,0.99996,East Asian
NA19080,JPT,East Asian,kg,,East Asian,yes,yes,1e-05,1e-05,0.99996,1e-05,1e-05,0.99996,East Asian
NA19081,JPT,East Asian,kg,,East Asian,yes,yes,1.8e-05,1.1e-05,0.999951,1e-05,1e-05,0.999951,East Asian
NA19082,JPT,East Asian,kg,,East Asian,yes,yes,1e-05,1e-05,0.99996,1e-05,1e-05,0.99996,East Asian
NA19083,JPT,East Asian,kg,,East Asian,yes,yes,1e-05,1.3e-05,0.999957,1e-05,1e-05,0.999957,East Asian
NA19084,JPT,East Asian,kg,,East Asian,yes,yes,1e-05,1.1e-05,0.999959,1e-05,1e-05,0.999959,East Asian
NA19085,JPT,East Asian,kg,,East Asian,yes,yes,1e-05,0.000449,0.999521,1e-05,1e-05,0.999521,East Asian
NA19086,JPT,East Asian,kg,,East Asian,yes,yes,1e-05,1e-05,0.99996,1e-05,1e-05,0.99996,East Asian
NA19087,JPT,East Asian,kg,,East Asian,yes,yes,1e-05,1e-05,0.99996,1e-05,1e-05,0.99996,East Asian
NA19088,JPT,East Asian,kg,,East Asian,yes,yes,1e-05,1e-05,0.99996,1e-05,1e-05,0.99996,East Asian
NA19089,JPT,East Asian,kg,,East Asian,yes,yes,1e-05,1e-05,0.99996,1e-05,1e-05,0.99996,East Asian
NA19090,JPT,East Asian,kg,,East Asian,yes,yes,1e-05,1e-05,0.99996,1e-05,1e-05,0.99996,East Asian
NA19091,JPT,East Asian,kg,,East Asian,yes,yes,1e-05,1e-05,0.99996,1e-05,1e-05,0.99996,East Asian
NA19092,YRI,African,kg,,African,yes,yes,0.99996,1e-05,1e-05,1e-05,1e-05,0.99996,African
NA19093,YRI,African,kg,,African,yes,yes,0.99996,1e-05,1e-05,1e-05,1e-05,0.99996,African
NA19094,YRI,African,kg,,,yes,no,,,,,,,
NA19095,YRI,African,kg,,African,yes,yes,0.99996,1e-05,1e-05,1e-05,1e-05,0.99996,African
NA19096,YRI,African,kg,,African,yes,yes,0.99996,1e-05,1e-05,1e-05,1e-05,0.99996,African
NA19097,YRI,African,kg,,,yes,no,,,,,,,
NA19098,YRI,African,kg,,African,yes,yes,0.99996,1e-05,1e-05,1e-05,1e-05,0.99996,African
NA19099,YRI,African,kg,,African,yes,yes,0.99996,1e-05,1e-05,1e-05,1e-05,0.99996,African
NA19100,YRI,African,kg,,,yes,no,,,,,,,
NA19101,YRI,African,kg,,,yes,no,,,,,,,
NA19102,YRI,African,kg,,African,yes,yes,0.99996,1e-05,1e-05,1e-05,1e-05,0.99996,African
NA19103,YRI,African,kg,,,yes,no,,,,,,,
NA19107,YRI,African,kg,,African,yes,yes,0.999954,1e-05,1.6e-05,1e-05,1e-05,0.999954,African
NA19108,YRI,African,kg,,African,yes,yes,0.99996,1e-05,1e-05,1e-05,1e-05,0.99996,African
NA19109,YRI,African,kg,,,yes,no,,,,,,,
NA19113,YRI,African,kg,,African,yes,yes,0.999952,1.3e-05,1.6e-05,1e-05,1e-05,0.999952,African
NA19114,YRI,African,kg,,African,yes,yes,0.999953,1e-05,1.7e-05,1e-05,1e-05,0.999953,African
NA19115,YRI,African,kg,,,yes,no,,,,,,,
NA19116,YRI,African,kg,,African,yes,yes,0.99996,1e-05,1e-05,1e-05,1e-05,0.99996,African
NA19117,YRI,African,kg,,African,yes,yes,0.999957,1e-05,1.3e-05,1e-05,1e-05,0.999957,African
NA19118,YRI,African,kg,,African,yes,yes,0.995236,0.00322,0.001524,1e-05,1e-05,0.995236,African
NA19119,YRI,African,kg,,African,yes,yes,0.99996,1e-05,1e-05,1e-05,1e-05,0.99996,African
NA19120,YRI,African,kg,,,yes,no,,,,,,,
NA19121,YRI,African,kg,,African,yes,yes,0.99996,1e-05,1e-05,1e-05,1e-05,0.99996,African
NA19122,YRI,African,kg,,,yes,yes,0.99996,1e-05,1e-05,1e-05,1e-05,0.99996,African
NA19123,YRI,African,kg,,,yes,no,,,,,,,
NA19127,YRI,African,kg,,,yes,yes,0.99996,1e-05,1e-05,1e-05,1e-05,0.99996,African
NA19128,YRI,African,kg,,,yes,yes,0.99996,1e-05,1e-05,1e-05,1e-05,0.99996,African
NA19129,YRI,African,kg,,African,yes,no,,,,,,,
NA19130,YRI,African,kg,,African,yes,yes,0.99996,1e-05,1e-05,1e-05,1e-05,0.99996,African
NA19131,YRI,African,kg,,African,yes,yes,0.99996,1e-05,1e-05,1e-05,1e-05,0.99996,African
NA19132,YRI,African,kg,,,yes,no,,,,,,,
NA19137,YRI,African,kg,,African,yes,yes,0.99996,1e-05,1e-05,1e-05,1e-05,0.99996,African
NA19138,YRI,African,kg,,African,yes,yes,0.99996,1e-05,1e-05,1e-05,1e-05,0.99996,African
NA19139,YRI,African,kg,,,yes,no,,,,,,,
NA19140,YRI,African,kg,,,yes,yes,0.99996,1e-05,1e-05,1e-05,1e-05,0.99996,African
NA19141,YRI,African,kg,,African,yes,yes,0.99996,1e-05,1e-05,1e-05,1e-05,0.99996,African
NA19142,YRI,African,kg,,,yes,no,,,,,,,
NA19143,YRI,African,kg,,African,yes,yes,0.99996,1e-05,1e-05,1e-05,1e-05,0.99996,African
NA19144,YRI,African,kg,,African,yes,yes,0.99996,1e-05,1e-05,1e-05,1e-05,0.99996,African
NA19145,YRI,African,kg,,,yes,no,,,,,,,
NA19146,YRI,African,kg,,African,yes,yes,0.99996,1e-05,1e-05,1e-05,1e-05,0.99996,African
NA19147,YRI,African,kg,,African,yes,yes,0.99996,1e-05,1e-05,1e-05,1e-05,0.99996,African
NA19148,YRI,African,kg,,,yes,no,,,,,,,
NA19149,YRI,African,kg,,African,yes,yes,0.99996,1e-05,1e-05,1e-05,1e-05,0.99996,African
NA19150,YRI,African,kg,,,yes,yes,0.99996,1e-05,1e-05,1e-05,1e-05,0.99996,African
NA19151,YRI,African,kg,,,yes,no,,,,,,,
NA19152,YRI,African,kg,,African,yes,yes,0.99996,1e-05,1e-05,1e-05,1e-05,0.99996,African
NA19153,YRI,African,kg,,African,yes,yes,0.99996,1e-05,1e-05,1e-05,1e-05,0.99996,African
NA19154,YRI,African,kg,,,yes,no,,,,,,,
NA19159,YRI,African,kg,,African,yes,yes,0.99996,1e-05,1e-05,1e-05,1e-05,0.99996,African
NA19160,YRI,African,kg,,African,yes,yes,0.999958,1e-05,1.2e-05,1e-05,1e-05,0.999958,African
NA19161,YRI,African,kg,,,yes,no,,,,,,,
NA19171,YRI,African,kg,,African,yes,yes,0.99996,1e-05,1e-05,1e-05,1e-05,0.99996,African
NA19172,YRI,African,kg,,African,yes,yes,0.99996,1e-05,1e-05,1e-05,1e-05,0.99996,African
NA19173,YRI,African,kg,,,yes,no,,,,,,,
NA19174,YRI,African,kg,,,yes,no,,,,,,,
NA19175,YRI,African,kg,,African,yes,yes,0.99996,1e-05,1e-05,1e-05,1e-05,0.99996,African
NA19176,YRI,African,kg,,,yes,yes,0.99996,1e-05,1e-05,1e-05,1e-05,0.99996,African
NA19177,YRI,African,kg,,,yes,no,,,,,,,
NA19184,YRI,African,kg,,African,yes,yes,0.999959,1.1e-05,1e-05,1e-05,1e-05,0.999959,African
NA19185,YRI,African,kg,,African,yes,yes,0.99996,1e-05,1e-05,1e-05,1e-05,0.99996,African
NA19186,YRI,African,kg,,,yes,no,,,,,,,
NA19189,YRI,African,kg,,African,yes,yes,0.999954,1e-05,1.6e-05,1e-05,1e-05,0.999954,African
NA19190,YRI,African,kg,,African,yes,yes,0.99996,1e-05,1e-05,1e-05,1e-05,0.99996,African
NA19191,YRI,African,kg,,,yes,no,,,,,,,
NA19197,YRI,African,kg,,African,yes,yes,0.99996,1e-05,1e-05,1e-05,1e-05,0.99996,African
NA19198,YRI,African,kg,,African,yes,yes,0.99996,1e-05,1e-05,1e-05,1e-05,0.99996,African
NA19199,YRI,African,kg,,,yes,no,,,,,,,
NA19200,YRI,African,kg,,African,yes,yes,0.99996,1e-05,1e-05,1e-05,1e-05,0.99996,African
NA19201,YRI,African,kg,,African,yes,yes,0.99996,1e-05,1e-05,1e-05,1e-05,0.99996,African
NA19202,YRI,African,kg,,,yes,no,,,,,,,
NA19203,YRI,African,kg,,,yes,yes,0.99996,1e-05,1e-05,1e-05,1e-05,0.99996,African
NA19204,YRI,African,kg,,African,yes,yes,0.999958,1.2e-05,1e-05,1e-05,1e-05,0.999958,African
NA19205,YRI,African,kg,,,yes,no,,,,,,,
NA19206,YRI,African,kg,,African,yes,yes,0.999957,1.3e-05,1e-05,1e-05,1e-05,0.999957,African
NA19207,YRI,African,kg,,African,yes,yes,0.99996,1e-05,1e-05,1e-05,1e-05,0.99996,African
NA19208,YRI,African,kg,,,yes,no,,,,,,,
NA19209,YRI,African,kg,,African,yes,yes,0.99996,1e-05,1e-05,1e-05,1e-05,0.99996,African
NA19210,YRI,African,kg,,African,yes,yes,0.99996,1e-05,1e-05,1e-05,1e-05,0.99996,African
NA19211,YRI,African,kg,,,yes,no,,,,,,,
NA19213,YRI,African,kg,,African,yes,yes,0.99996,1e-05,1e-05,1e-05,1e-05,0.99996,African
NA19214,YRI,African,kg,,African,yes,yes,0.999959,1e-05,1.1e-05,1e-05,1e-05,0.999959,African
NA19215,YRI,African,kg,,,yes,no,,,,,,,
NA19221,YRI,African,kg,,,yes,no,,,,,,,
NA19222,YRI,African,kg,,African,yes,yes,0.99996,1e-05,1e-05,1e-05,1e-05,0.99996,African
NA19223,YRI,African,kg,,African,yes,yes,0.999959,1e-05,1.1e-05,1e-05,1e-05,0.999959,African
NA19224,YRI,African,kg,,,yes,no,,,,,,,
NA19225,YRI,African,kg,,African,yes,yes,0.999946,1.9e-05,1.5e-05,1e-05,1e-05,0.999946,African
NA19226,YRI,African,kg,,,yes,yes,0.99996,1e-05,1e-05,1e-05,1e-05,0.99996,African
NA19235,YRI,African,kg,,African,yes,yes,0.99996,1e-05,1e-05,1e-05,1e-05,0.99996,African
NA19236,YRI,African,kg,,African,yes,yes,0.99996,1e-05,1e-05,1e-05,1e-05,0.99996,African
NA19237,YRI,African,kg,,,yes,no,,,,,,,
NA19238,YRI,African,kg,,African,yes,no,,,,,,,
NA19239,YRI,African,kg,,African,yes,yes,0.99996,1e-05,1e-05,1e-05,1e-05,0.99996,African
NA19240,YRI,African,kg,,,yes,no,,,,,,,
NA19247,YRI,African,kg,,African,yes,yes,0.99996,1e-05,1e-05,1e-05,1e-05,0.99996,African
NA19248,YRI,African,kg,,African,yes,yes,0.99996,1e-05,1e-05,1e-05,1e-05,0.99996,African
NA19249,YRI,African,kg,,,yes,no,,,,,,,
NA19256,YRI,African,kg,,African,yes,yes,0.99996,1e-05,1e-05,1e-05,1e-05,0.99996,African
NA19257,YRI,African,kg,,African,yes,yes,0.999958,1e-05,1.2e-05,1e-05,1e-05,0.999958,African
NA19258,YRI,African,kg,,,yes,no,,,,,,,
NA19307,LWK,African,kg,,African,no,yes,0.973683,1e-05,0.01179,0.011393,0.003124,0.973683,African
NA19308,LWK,African,kg,,African,no,yes,0.975009,1e-05,0.010566,0.003351,0.011064,0.975009,African
NA19309,LWK,African,kg,,African,no,yes,0.97025,1e-05,0.009185,0.018235,0.002319,0.97025,African
NA19310,LWK,African,kg,,African,no,yes,0.980335,1e-05,0.010464,1e-05,0.009181,0.980335,African
NA19312,LWK,African,kg,,African,no,yes,0.973928,1e-05,0.007347,0.007435,0.01128,0.973928,African
NA19314,LWK,African,kg,,African,no,yes,0.949617,1e-05,0.011557,0.029276,0.009539,0.949617,African
NA19315,LWK,African,kg,,African,no,yes,0.958419,1e-05,0.006865,0.023566,0.011139,0.958419,African
NA19316,LWK,African,kg,,African,no,yes,0.970927,1e-05,0.003583,0.004344,0.021136,0.970927,African
NA19317,LWK,African,kg,,African,no,yes,0.981796,1e-05,0.012235,0.005808,0.000151,0.981796,African
NA19318,LWK,African,kg,,African,no,yes,0.978247,1e-05,0.011912,0.009484,0.000348,0.978247,African
NA19319,LWK,African,kg,,African,no,yes,0.976929,1e-05,0.005509,0.011713,0.00584,0.976929,African
NA19320,LWK,African,kg,,African,no,yes,0.968628,1e-05,0.016244,0.011232,0.003886,0.968628,African
NA19321,LWK,African,kg,,African,no,yes,0.976546,1e-05,0.012581,1e-05,0.010853,0.976546,African
NA19323,LWK,African,kg,,African,no,yes,0.956162,1e-05,0.013691,0.018917,0.01122,0.956162,African
NA19324,LWK,African,kg,,African,no,yes,0.976243,1e-05,0.006943,0.011192,0.005611,0.976243,African
NA19327,LWK,African,kg,,African,no,yes,0.950673,1e-05,0.019228,0.025268,0.004822,0.950673,African
NA19328,LWK,African,kg,,African,no,yes,0.973333,1e-05,0.010705,0.015942,1e-05,0.973333,African
NA19331,LWK,African,kg,,African,no,yes,0.973336,1e-05,0.013398,0.011718,0.001538,0.973336,African
NA19332,LWK,African,kg,,African,no,yes,0.971712,1e-05,0.016585,0.011683,1e-05,0.971712,African
NA19334,LWK,African,kg,,African,no,no,,,,,,,
NA19338,LWK,African,kg,,African,no,yes,0.95941,1e-05,0.017769,0.022801,1e-05,0.95941,African
NA19346,LWK,African,kg,,African,no,yes,0.978389,1e-05,0.015238,0.004687,0.001676,0.978389,African
NA19347,LWK,African,kg,,African,no,yes,0.97489,1e-05,0.010761,0.000872,0.013467,0.97489,African
NA19350,LWK,African,kg,,African,no,yes,0.965657,1e-05,0.011987,0.00833,0.014016,0.965657,African
NA19351,LWK,African,kg,,African,no,yes,0.976418,1e-05,0.011059,0.012503,1e-05,0.976418,African
NA19355,LWK,African,kg,,African,no,yes,0.968538,1e-05,0.020117,0.011325,1e-05,0.968538,African
NA19360,LWK,African,kg,,African,no,yes,0.974044,1e-05,0.01993,1e-05,0.006007,0.974044,African
NA19372,LWK,African,kg,,African,no,yes,0.976523,1e-05,0.01059,0.004496,0.008381,0.976523,African
NA19374,LWK,African,kg,,African,no,yes,0.97061,1e-05,0.012342,0.003908,0.013129,0.97061,African
NA19375,LWK,African,kg,,African,no,yes,0.9674,1e-05,0.009974,0.022606,1e-05,0.9674,African
NA19376,LWK,African,kg,,African,no,yes,0.980124,1e-05,0.010003,1e-05,0.009853,0.980124,African
NA19377,LWK,African,kg,,African,no,yes,0.976672,1e-05,0.007364,0.013549,0.002405,0.976672,African
NA19378,LWK,African,kg,,African,no,yes,0.972488,1e-05,0.006537,0.008799,0.012165,0.972488,African
NA19379,LWK,African,kg,,African,no,yes,0.973032,1e-05,0.013032,0.003691,0.010235,0.973032,African
NA19380,LWK,African,kg,,African,no,yes,0.960115,1e-05,0.014421,0.024798,0.000657,0.960115,African
NA19383,LWK,African,kg,,African,no,yes,0.96676,1e-05,0.015281,0.017939,1e-05,0.96676,African
NA19384,LWK,African,kg,,African,no,yes,0.988096,1e-05,0.011874,1e-05,1e-05,0.988096,African
NA19385,LWK,African,kg,,African,no,yes,0.963457,1e-05,0.008972,0.013145,0.014417,0.963457,African
NA19390,LWK,African,kg,,African,no,yes,0.972496,1e-05,0.010231,0.011062,0.006201,0.972496,African
NA19391,LWK,African,kg,,African,no,yes,0.982381,1e-05,0.01758,1.9e-05,1e-05,0.982381,African
NA19393,LWK,African,kg,,African,no,yes,0.975034,1e-05,0.013048,1e-05,0.011897,0.975034,African
NA19394,LWK,African,kg,,African,no,yes,0.96804,1e-05,0.016575,0.013062,0.002313,0.96804,African
NA19395,LWK,African,kg,,African,no,yes,0.959351,1e-05,0.024216,0.013773,0.00265,0.959351,African
NA19397,LWK,African,kg,,African,no,yes,0.975549,1e-05,0.023541,1.4e-05,0.000886,0.975549,African
NA19399,LWK,African,kg,,African,no,yes,0.990232,1e-05,0.009738,1e-05,1e-05,0.990232,African
NA19401,LWK,African,kg,,African,no,yes,0.961601,1e-05,0.016596,0.02147,0.000324,0.961601,African
NA19403,LWK,African,kg,,African,no,yes,0.956971,1e-05,0.014337,0.025412,0.00327,0.956971,African
NA19404,LWK,African,kg,,African,no,yes,0.972298,1e-05,0.018999,0.008683,1e-05,0.972298,African
NA19428,LWK,African,kg,,African,no,yes,0.971409,1e-05,0.005429,0.016635,0.006517,0.971409,African
NA19429,LWK,African,kg,,African,no,yes,0.976115,1e-05,0.018073,1e-05,0.005792,0.976115,African
NA19430,LWK,African,kg,,African,no,yes,0.971812,1e-05,0.015542,0.012626,1e-05,0.971812,African
NA19431,LWK,African,kg,,African,no,yes,0.984795,1e-05,0.007531,0.007654,1e-05,0.984795,African
NA19434,LWK,African,kg,,African,no,yes,0.966114,1e-05,0.016541,0.009466,0.007869,0.966114,African
NA19435,LWK,African,kg,,African,no,yes,0.96584,0.001416,0.005843,0.015381,0.01152,0.96584,African
NA19436,LWK,African,kg,,African,no,yes,0.974272,1e-05,0.005564,0.004775,0.015379,0.974272,African
NA19437,LWK,African,kg,,African,no,yes,0.961978,1e-05,0.007399,0.019714,0.010899,0.961978,African
NA19438,LWK,African,kg,,African,no,yes,0.978659,1e-05,0.017927,1e-05,0.003394,0.978659,African
NA19439,LWK,African,kg,,African,no,yes,0.969687,1e-05,0.009974,0.008692,0.011638,0.969687,African
NA19440,LWK,African,kg,,African,no,yes,0.962147,1e-05,0.018802,0.01903,1e-05,0.962147,African
NA19443,LWK,African,kg,,African,no,yes,0.972175,1e-05,0.011237,0.012671,0.003907,0.972175,African
NA19445,LWK,African,kg,,African,no,yes,0.975551,1e-05,0.012076,0.008724,0.003639,0.975551,African
NA19446,LWK,African,kg,,African,no,yes,0.97861,1e-05,0.004414,0.011688,0.005278,0.97861,African
NA19448,LWK,African,kg,,African,no,yes,0.967824,1e-05,0.013097,0.013387,0.005682,0.967824,African
NA19449,LWK,African,kg,,African,no,yes,0.970359,1e-05,0.007904,0.004046,0.017681,0.970359,African
NA19451,LWK,African,kg,,African,no,yes,0.97434,1e-05,0.00887,0.009611,0.007168,0.97434,African
NA19452,LWK,African,kg,,African,no,yes,0.960268,1e-05,0.021098,0.014415,0.004209,0.960268,African
NA19454,LWK,African,kg,,African,no,yes,0.972703,1e-05,0.012379,0.009747,0.005162,0.972703,African
NA19455,LWK,African,kg,,African,no,yes,0.968253,1e-05,0.015398,0.013309,0.00303,0.968253,African
NA19456,LWK,African,kg,,African,no,yes,0.972347,1e-05,0.010561,0.00726,0.009822,0.972347,African
NA19457,LWK,African,kg,,African,no,yes,0.96794,1e-05,0.02195,0.008654,0.001446,0.96794,African
NA19461,LWK,African,kg,,African,no,yes,0.968633,1e-05,0.012444,0.014818,0.004096,0.968633,African
NA19462,LWK,African,kg,,African,no,yes,0.980415,1e-05,0.011318,1e-05,0.008247,0.980415,African
NA19463,LWK,African,kg,,African,no,yes,0.961851,1e-05,0.008891,0.011767,0.017482,0.961851,African
NA19466,LWK,African,kg,,African,no,yes,0.956447,1e-05,0.016812,0.019913,0.006818,0.956447,African
NA19467,LWK,African,kg,,African,no,yes,0.966797,1e-05,0.005579,0.016502,0.011113,0.966797,African
NA19468,LWK,African,kg,,African,no,yes,0.966154,1e-05,0.015254,0.014676,0.003906,0.966154,African
NA19471,LWK,African,kg,,African,no,yes,0.96313,1e-05,0.015792,0.015615,0.005453,0.96313,African
NA19472,LWK,African,kg,,African,no,yes,0.957329,1e-05,0.006711,0.018555,0.017395,0.957329,African
NA19473,LWK,African,kg,,African,no,yes,0.966645,1e-05,0.009555,0.005217,0.018574,0.966645,African
NA19474,LWK,African,kg,,African,no,yes,0.96324,1e-05,0.009773,0.022427,0.00455,0.96324,African
NA19475,LWK,African,kg,,African,no,yes,0.970747,1e-05,0.007434,0.013724,0.008085,0.970747,African
NA19625,ASW,African,kg,,,no,yes,0.655452,0.194515,0.028893,0.109093,0.012047,0.655452,African
NA19648,MXL,American,kg,,,no,yes,0.023521,0.058565,0.003918,0.913986,1e-05,0.913986,European
NA19649,MXL,American,kg,,,no,yes,0.041678,0.208057,0.017267,0.726913,0.006085,0.726913,European
NA19650,MXL,American,kg,,,no,no,,,,,,,
NA19651,MXL,American,kg,,,no,yes,0.063855,0.252714,0.007312,0.670307,0.005812,0.670307,European
NA19652,MXL,American,kg,,,no,yes,0.045965,0.250585,0.009198,0.689879,0.004374,0.689879,European
NA19653,MXL,American,kg,,,no,no,,,,,,,
NA19654,MXL,American,kg,,,no,yes,0.065334,0.526527,0.017247,0.390882,1e-05,0.526527,American
NA19655,MXL,American,kg,,,no,yes,0.061541,0.304603,0.008411,0.615583,0.009862,0.615583,European
NA19656,MXL,American,kg,,,no,no,,,,,,,
NA19657,MXL,American,kg,,,no,yes,0.054421,0.56474,0.02191,0.358919,1e-05,0.56474,American
NA19658,MXL,American,kg,,,no,yes,0.023318,0.321598,0.007791,0.633668,0.013626,0.633668,European
NA19659,MXL,American,kg,,,no,no,,,,,,,
NA19660,MXL,American,kg,,,no,no,,,,,,,
NA19661,MXL,American,kg,,,no,no,,,,,,,
NA19662,MXL,American,kg,,,no,yes,0.052777,0.449043,0.00718,0.49099,1e-05,0.49099,European
NA19663,MXL,American,kg,,,no,yes,0.073586,0.555296,0.025193,0.340766,0.005159,0.555296,American
NA19664,MXL,American,kg,,,no,yes,0.066155,0.480911,0.02225,0.413204,0.01748,0.480911,American
NA19665,MXL,American,kg,,,no,no,,,,,,,
NA19669,MXL,American,kg,,,no,yes,0.021927,0.311727,0.031905,0.631511,0.00293,0.631511,European
NA19670,MXL,American,kg,,,no,yes,0.057196,0.449539,0.016026,0.477228,1e-05,0.477228,European
NA19671,MXL,American,kg,,,no,no,,,,,,,
NA19675,MXL,American,kg,,,no,no,,,,,,,
NA19676,MXL,American,kg,,,no,yes,0.047292,0.282581,0.012817,0.6573,1e-05,0.6573,European
NA19677,MXL,American,kg,,,no,no,,,,,,,
NA19678,MXL,American,kg,,,no,yes,0.07777,0.204262,0.001536,0.716423,1e-05,0.716423,European
NA19679,MXL,American,kg,,,no,yes,0.035595,0.026266,0.003756,0.932644,0.001739,0.932644,European
NA19680,MXL,American,kg,,,no,no,,,,,,,
NA19681,MXL,American,kg,,,no,yes,0.058081,0.557148,0.023936,0.360824,1e-05,0.557148,American
NA19682,MXL,American,kg,,,no,yes,0.029845,0.470026,0.018578,0.468601,0.01295,0.470026,American
NA19683,MXL,American,kg,,,no,no,,,,,,,
NA19684,MXL,American,kg,,,no,yes,0.00539,0.271208,0.036195,0.687197,1e-05,0.687197,European
NA19685,MXL,American,kg,,,no,no,,,,,,,
NA19686,MXL,American,kg,,,no,no,,,,,,,
NA19700,ASW,African,kg,,,no,yes,0.81454,1e-05,1e-05,0.184839,0.000602,0.81454,African
NA19701,ASW,African,kg,,,no,yes,0.832103,0.030178,0.001189,0.129515,0.007015,0.832103,African
NA19702,ASW,African,kg,,,no,no,,,,,,,
NA19703,ASW,African,kg,,,no,yes,0.839986,0.000517,0.00876,0.150727,1e-05,0.839986,African
NA19704,ASW,African,kg,,,no,yes,0.835904,0.003069,0.004709,0.15447,0.001848,0.835904,African
NA19705,ASW,African,kg,,,no,no,,,,,,,
NA19707,ASW,African,kg,,,no,yes,0.72103,0.005787,0.011059,0.256782,0.005342,0.72103,African
NA19711,ASW,African,kg,,,no,yes,0.883937,1e-05,0.007549,0.108495,1e-05,0.883937,African
NA19712,ASW,African,kg,,,no,yes,0.878544,0.006179,0.010823,0.104443,1e-05,0.878544,African
NA19713,ASW,African,kg,,,no,yes,0.738789,1e-05,0.007937,0.253254,1e-05,0.738789,African
NA19716,MXL,American,kg,,,no,yes,0.067849,0.507998,0.024204,0.39994,1e-05,0.507998,American
NA19717,MXL,American,kg,,,no,yes,0.043392,0.575358,0.020016,0.357796,0.003438,0.575358,American
NA19718,MXL,American,kg,,,no,no,,,,,,,
NA19719,MXL,American,kg,,,no,yes,0.070157,0.403562,0.016611,0.50966,1e-05,0.50966,European
NA19720,MXL,American,kg,,,no,yes,0.061127,0.614926,0.027836,0.296101,1e-05,0.614926,American
NA19721,MXL,American,kg,,,no,no,,,,,,,
NA19722,MXL,American,kg,,,no,yes,0.053051,0.45085,0.013241,0.467734,0.015123,0.467734,European
NA19723,MXL,American,kg,,,no,yes,0.088602,0.480442,0.011001,0.419945,1e-05,0.480442,American
NA19724,MXL,American,kg,,,no,no,,,,,,,
NA19725,MXL,American,kg,,,no,yes,0.050087,0.335294,1e-05,0.614598,1e-05,0.614598,European
NA19726,MXL,American,kg,,,no,yes,0.024543,0.593169,0.013797,0.355444,0.013047,0.593169,American
NA19727,MXL,American,kg,,,no,no,,,,,,,
NA19728,MXL,American,kg,,American,no,yes,0.013342,0.906142,0.032613,0.035657,0.012246,0.906142,American
NA19729,MXL,American,kg,,American,no,yes,0.026698,0.857035,0.029501,0.086757,1e-05,0.857035,American
NA19730,MXL,American,kg,,,no,no,,,,,,,
NA19731,MXL,American,kg,,American,no,yes,0.008849,0.954194,0.030612,1e-05,0.006336,0.954194,American
NA19732,MXL,American,kg,,American,no,yes,0.008619,0.942542,0.043772,0.005057,1e-05,0.942542,American
NA19733,MXL,American,kg,,,no,no,,,,,,,
NA19734,MXL,American,kg,,,no,yes,0.02482,0.614382,0.016606,0.344182,1e-05,0.614382,American
NA19735,MXL,American,kg,,,no,yes,0.025503,0.82499,0.027573,0.117008,0.004926,0.82499,American
NA19740,MXL,American,kg,,,no,yes,0.028608,0.721637,0.040317,0.209428,1e-05,0.721637,American
NA19741,MXL,American,kg,,,no,yes,0.014697,0.807752,0.031083,0.146458,1e-05,0.807752,American
NA19746,MXL,American,kg,,,no,yes,0.045067,0.664505,0.015559,0.265697,0.009172,0.664505,American
NA19747,MXL,American,kg,,,no,yes,0.038898,0.508841,0.021008,0.428975,0.002278,0.508841,American
