sample_id,population_id,superpopulation,dataset,country,neural_ancestry,supervised,in_qc_panel,African,American,East Asian,European,Oceanian,South Asian,max_ancestry,assigned_group
HG03132,ESN,African,kg,,African,yes,yes,0.99995,1e-05,1e-05,1e-05,1e-05,1e-05,0.99995,African
HG03133,ESN,African,kg,,African,yes,yes,0.99995,1e-05,1e-05,1e-05,1e-05,1e-05,0.99995,African
HG03134,ESN,African,kg,,,yes,no,,,,,,,,
HG03135,ESN,African,kg,,African,yes,yes,0.99995,1e-05,1e-05,1e-05,1e-05,1e-05,0.99995,African
HG03136,ESN,African,kg,,African,yes,yes,0.99995,1e-05,1e-05,1e-05,1e-05,1e-05,0.99995,African
HG03137,ESN,African,kg,,,yes,no,,,,,,,,
HG03139,ESN,African,kg,,African,yes,yes,0.99995,1e-05,1e-05,1e-05,1e-05,1e-05,0.99995,African
HG03157,ESN,African,kg,,African,yes,yes,0.99995,1e-05,1e-05,1e-05,1e-05,1e-05,0.99995,African
HG03159,ESN,African,kg,,African,yes,yes,0.99995,1e-05,1e-05,1e-05,1e-05,1e-05,0.99995,African
HG03160,ESN,African,kg,,African,yes,yes,0.99995,1e-05,1e-05,1e-05,1e-05,1e-05,0.99995,African
HG03161,ESN,African,kg,,,yes,no,,,,,,,,
HG03162,ESN,African,kg,,African,yes,yes,0.99995,1e-05,1e-05,1e-05,1e-05,1e-05,0.99995,African
HG03163,ESN,African,kg,,African,yes,yes,0.999947,1e-05,1e-05,1.3e-05,1e-05,1e-05,0.999947,African
HG03164,ESN,African,kg,,,yes,no,,,,,,,,
HG03166,ESN,African,kg,,African,yes,yes,0.99995,1e-05,1e-05,1e-05,1e-05,1e-05,0.99995,African
HG03168,ESN,African,kg,,African,yes,yes,0.99995,1e-05,1e-05,1e-05,1e-05,1e-05,0.99995,African
HG03169,ESN,African,kg,,African,yes,yes,0.99995,1e-05,1e-05,1e-05,1e-05,1e-05,0.99995,African
HG03170,ESN,African,kg,,,yes,no,,,,,,,,
HG03172,ESN,African,kg,,African,yes,yes,0.99995,1e-05,1e-05,1e-05,1e-05,1e-05,0.99995,African
HG03175,ESN,African,kg,,African,yes,yes,0.99995,1e-05,1e-05,1e-05,1e-05,1e-05,0.99995,African
HG03189,ESN,African,kg,,African,yes,yes,0.999947,1.3e-05,1e-05,1e-05,1e-05,1e-05,0.999947,African
HG03190,ESN,African,kg,,African,yes,yes,0.99995,1e-05,1e-05,1e-05,1e-05,1e-05,0.99995,African
HG03191,ESN,African,kg,,,yes,no,,,,,,,,
HG03193,ESN,African,kg,,African,yes,yes,0.99995,1e-05,1e-05,1e-05,1e-05,1e-05,0.99995,African
HG03195,ESN,African,kg,,African,yes,yes,0.99995,1e-05,1e-05,1e-05,1e-05,1e-05,0.99995,African
HG03196,ESN,African,kg,,African,yes,yes,0.99995,1e-05,1e-05,1e-05,1e-05,1e-05,0.99995,African
HG03197,ESN,African,kg,,,yes,no,,,,,,,,
HG03198,ESN,African,kg,,African,yes,yes,0.99995,1e-05,1e-05,1e-05,1e-05,1e-05,0.99995,African
HG03199,ESN,African,kg,,African,yes,yes,0.99995,1e-05,1e-05,1e-05,1e-05,1e-05,0.99995,African
HG03200,ESN,African,kg,,,yes,no,,,,,,,,
HG03202,ESN,African,kg,,African,yes,yes,0.99995,1e-05,1e-05,1e-05,1e-05,1e-05,0.99995,African
HG03209,MSL,African,kg,,African,yes,yes,0.99995,1e-05,1e-05,1e-05,1e-05,1e-05,0.99995,African
HG03212,MSL,African,kg,,African,yes,yes,0.99995,1e-05,1e-05,1e-05,1e-05,1e-05,0.99995,African
HG03224,MSL,African,kg,,African,yes,yes,0.99995,1e-05,1e-05,1e-05,1e-05,1e-05,0.99995,African
HG03225,MSL,African,kg,,African,yes,yes,0.99995,1e-05,1e-05,1e-05,1e-05,1e-05,0.99995,African
HG03228,PJL,South Asian,kg,,South Asian,no,yes,0.00061,0.007993,0.040714,0.040314,0.005098,0.90527,0.90527,South Asian
HG03229,PJL,South Asian,kg,,South Asian,no,yes,0.00534,1e-05,0.021323,0.051356,0.016385,0.905586,0.905586,South Asian
HG03230,PJL,South Asian,kg,,,no,no,,,,,,,,
HG03234,PJL,South Asian,kg,,South Asian,no,yes,1e-05,0.014132,1e-05,0.196851,1e-05,0.788987,0.788987,South Asian
HG03235,PJL,South Asian,kg,,South Asian,no,yes,1.6e-05,0.006622,1e-05,0.171333,1e-05,0.822009,0.822009,South Asian
HG03236,PJL,South Asian,kg,,,no,no,,,,,,,,
HG03237,PJL,South Asian,kg,,South Asian,no,yes,1e-05,0.000734,1e-05,0.230678,1e-05,0.768557,0.768557,South Asian
HG03238,PJL,South Asian,kg,,South Asian,no,yes,1e-05,0.002216,1e-05,0.265747,1e-05,0.732007,0.732007,South Asian
HG03239,PJL,South Asian,kg,,,no,no,,,,,,,,
HG03240,GWD,African,kg,,African,no,yes,0.999946,1e-05,1e-05,1.4e-05,1e-05,1e-05,0.999946,African
HG03241,GWD,African,kg,,African,no,yes,0.99995,1e-05,1e-05,1e-05,1e-05,1e-05,0.99995,African
HG03242,GWD,African,kg,,,no,no,,,,,,,,
HG03246,GWD,African,kg,,African,no,yes,0.974479,1e-05,1e-05,0.021325,0.004166,1e-05,0.974479,African
HG03247,GWD,African,kg,,African,no,yes,0.99995,1e-05,1e-05,1e-05,1e-05,1e-05,0.99995,African
HG03248,GWD,African,kg,,,no,no,,,,,,,,
HG03249,GWD,African,kg,,,no,yes,0.971158,1e-05,0.004694,0.021886,0.002242,1e-05,0.971158,African
HG03250,GWD,African,kg,,,no,yes,0.978579,1e-05,0.003587,0.017804,1e-05,1e-05,0.978579,African
HG03251,GWD,African,kg,,,no,no,,,,,,,,
HG03258,GWD,African,kg,,African,no,yes,0.994706,1e-05,0.005254,1e-05,1e-05,1e-05,0.994706,African
HG03259,GWD,African,kg,,African,no,yes,0.991875,1e-05,0.004468,1.5e-05,0.003622,1e-05,0.991875,African
HG03260,GWD,African,kg,,,no,no,,,,,,,,
HG03265,ESN,African,kg,,African,yes,yes,0.99995,1e-05,1e-05,1e-05,1e-05,1e-05,0.99995,African
HG03267,ESN,African,kg,,African,yes,yes,0.99995,1e-05,1e-05,1e-05,1e-05,1e-05,0.99995,African
HG03268,ESN,African,kg,,African,yes,yes,0.99995,1e-05,1e-05,1e-05,1e-05,1e-05,0.99995,African
HG03269,ESN,African,kg,,,yes,no,,,,,,,,
HG03270,ESN,African,kg,,African,yes,yes,0.99995,1e-05,1e-05,1e-05,1e-05,1e-05,0.99995,African
HG03271,ESN,African,kg,,African,yes,yes,0.99995,1e-05,1e-05,1e-05,1e-05,1e-05,0.99995,African
HG03272,ESN,African,kg,,,yes,no,,,,,,,,
HG03279,ESN,African,kg,,African,yes,yes,0.99995,1e-05,1e-05,1e-05,1e-05,1e-05,0.99995,African
HG03280,ESN,African,kg,,African,yes,yes,0.99995,1e-05,1e-05,1e-05,1e-05,1e-05,0.99995,African
HG03291,ESN,African,kg,,African,yes,yes,0.99995,1e-05,1e-05,1e-05,1e-05,1e-05,0.99995,African
HG03294,ESN,African,kg,,African,yes,yes,0.999935,1e-05,1.9e-05,1.7e-05,1e-05,1e-05,0.999935,African
HG03295,ESN,African,kg,,African,yes,yes,0.99995,1e-05,1e-05,1e-05,1e-05,1e-05,0.99995,African
HG03296,ESN,African,kg,,,yes,no,,,,,,,,
HG03297,ESN,African,kg,,African,yes,yes,0.99995,1e-05,1e-05,1e-05,1e-05,1e-05,0.99995,African
HG03298,ESN,African,kg,,African,yes,yes,0.99995,1e-05,1e-05,1e-05,1e-05,1e-05,0.99995,African
HG03299,ESN,African,kg,,,yes,no,,,,,,,,
HG03300,ESN,African,kg,,African,yes,yes,0.99995,1e-05,1e-05,1e-05,1e-05,1e-05,0.99995,African
HG03301,ESN,African,kg,,African,yes,yes,0.99995,1e-05,1e-05,1e-05,1e-05,1e-05,0.99995,African
HG03302,ESN,African,kg,,,yes,no,,,,,,,,
HG03303,ESN,African,kg,,African,yes,yes,0.99995,1e-05,1e-05,1e-05,1e-05,1e-05,0.99995,African
HG03304,ESN,African,kg,,African,yes,yes,0.99995,1e-05,1e-05,1e-05,1e-05,1e-05,0.99995,African
HG03305,ESN,African,kg,,,yes,no,,,,,,,,
HG03306,ESN,African,kg,,,yes,yes,0.99995,1e-05,1e-05,1e-05,1e-05,1e-05,0.99995,African
HG03307,ESN,African,kg,,,yes,yes,0.99995,1e-05,1e-05,1e-05,1e-05,1e-05,0.99995,African
HG03308,ESN,African,kg,,,yes,no,,,,,,,,
HG03309,ESN,African,kg,,,yes,yes,0.99995,1e-05,1e-05,1e-05,1e-05,1e-05,0.99995,African
HG03310,ESN,African,kg,,,yes,no,,,,,,,,
HG03311,ESN,African,kg,,African,yes,yes,0.99995,1e-05,1e-05,1e-05,1e-05,1e-05,0.99995,African
HG03312,ESN,African,kg,,,yes,yes,0.99995,1e-05,1e-05,1e-05,1e-05,1e-05,0.99995,African
HG03313,ESN,African,kg,,African,yes,yes,0.99995,1e-05,1e-05,1e-05,1e-05,1e-05,0.99995,African
HG03314,ESN,African,kg,,,yes,no,,,,,,,,
HG03342,ESN,African,kg,,African,yes,yes,0.99995,1e-05,1e-05,1e-05,1e-05,1e-05,0.99995,African
HG03343,ESN,African,kg,,African,yes,yes,0.99995,1e-05,1e-05,1e-05,1e-05,1e-05,0.99995,African
HG03344,ESN,African,kg,,,yes,no,,,,,,,,
HG03350,ESN,African,kg,,,yes,yes,0.99995,1e-05,1e-05,1e-05,1e-05,1e-05,0.99995,African
HG03351,ESN,African,kg,,African,yes,no,,,,,,,,
HG03352,ESN,African,kg,,African,yes,no,,,,,,,,
HG03354,ESN,African,kg,,African,yes,yes,0.99995,1e-05,1e-05,1e-05,1e-05,1e-05,0.99995,African
HG03363,ESN,African,kg,,African,yes,yes,0.99995,1e-05,1e-05,1e-05,1e-05,1e-05,0.99995,African
HG03366,ESN,African,kg,,African,yes,yes,0.99995,1e-05,1e-05,1e-05,1e-05,1e-05,0.99995,African
HG03367,ESN,African,kg,,African,yes,yes,0.99995,1e-05,1e-05,1e-05,1e-05,1e-05,0.99995,African
HG03368,ESN,African,kg,,,yes,no,,,,,,,,
HG03369,ESN,African,kg,,African,yes,yes,0.99995,1e-05,1e-05,1e-05,1e-05,1e-05,0.99995,African
HG03370,ESN,African,kg,,African,yes,yes,0.99995,1e-05,1e-05,1e-05,1e-05,1e-05,0.99995,African
HG03371,ESN,African,kg,,,yes,no,,,,,,,,
HG03372,ESN,African,kg,,African,yes,no,,,,,,,,
HG03373,ESN,African,kg,,,yes,yes,0.99995,1e-05,1e-05,1e-05,1e-05,1e-05,0.99995,African
HG03374,ESN,African,kg,,,yes,no,,,,,,,,
HG03376,MSL,African,kg,,African,yes,yes,0.99995,1e-05,1e-05,1e-05,1e-05,1e-05,0.99995,African
HG03378,MSL,African,kg,,African,yes,yes,0.99995,1e-05,1e-05,1e-05,1e-05,1e-05,0.99995,African
HG03380,MSL,African,kg,,African,yes,yes,0.99995,1e-05,1e-05,1e-05,1e-05,1e-05,0.99995,African
HG03382,MSL,African,kg,,African,yes,yes,0.99995,1e-05,1e-05,1e-05,1e-05,1e-05,0.99995,African
HG03385,MSL,African,kg,,African,yes,yes,0.99995,1e-05,1e-05,1e-05,1e-05,1e-05,0.99995,African
HG03388,MSL,African,kg,,African,yes,yes,0.99995,1e-05,1e-05,1e-05,1e-05,1e-05,0.99995,African
HG03391,MSL,African,kg,,African,yes,yes,0.99995,1e-05,1e-05,1e-05,1e-05,1e-05,0.99995,African
HG03394,MSL,African,kg,,African,yes,yes,0.99995,1e-05,1e-05,1e-05,1e-05,1e-05,0.99995,African
HG03397,MSL,African,kg,,African,yes,yes,0.99995,1e-05,1e-05,1e-05,1e-05,1e-05,0.99995,African
HG03401,MSL,African,kg,,African,yes,yes,0.99995,1e-05,1e-05,1e-05,1e-05,1e-05,0.99995,African
HG03410,MSL,African,kg,,African,yes,yes,0.99995,1e-05,1e-05,1e-05,1e-05,1e-05,0.99995,African
HG03419,MSL,African,kg,,African,yes,yes,0.99995,1e-05,1e-05,1e-05,1e-05,1e-05,0.99995,African
HG03428,MSL,African,kg,,African,yes,yes,0.99995,1e-05,1e-05,1e-05,1e-05,1e-05,0.99995,African
HG03432,MSL,African,kg,,African,yes,yes,0.99995,1e-05,1e-05,1e-05,1e-05,1e-05,0.99995,African
HG03433,MSL,African,kg,,African,yes,yes,0.99995,1e-05,1e-05,1e-05,1e-05,1e-05,0.99995,African
HG03436,MSL,African,kg,,African,yes,yes,0.99995,1e-05,1e-05,1e-05,1e-05,1e-05,0.99995,African
HG03437,MSL,African,kg,,African,yes,yes,0.99995,1e-05,1e-05,1e-05,1e-05,1e-05,0.99995,African
HG03438,MSL,African,kg,,,yes,no,,,,,,,,
HG03439,MSL,African,kg,,African,yes,yes,0.99995,1e-05,1e-05,1e-05,1e-05,1e-05,0.99995,African
HG03442,MSL,African,kg,,African,yes,yes,0.99995,1e-05,1e-05,1e-05,1e-05,1e-05,0.99995,African
HG03445,MSL,African,kg,,African,yes,yes,0.99995,1e-05,1e-05,1e-05,1e-05,1e-05,0.99995,African
HG03446,MSL,African,kg,,African,yes,yes,0.99995,1e-05,1e-05,1e-05,1e-05,1e-05,0.99995,African
HG03449,MSL,African,kg,,African,yes,yes,0.99995,1e-05,1e-05,1e-05,1e-05,1e-05,0.99995,African
HG03451,MSL,African,kg,,African,yes,yes,0.99995,1e-05,1e-05,1e-05,1e-05,1e-05,0.99995,African
HG03452,MSL,African,kg,,African,yes,yes,0.99995,1e-05,1e-05,1e-05,1e-05,1e-05,0.99995,African
HG03453,MSL,African,kg,,,yes,no,,,,,,,,
HG03454,MSL,African,kg,,,yes,yes,0.99995,1e-05,1e-05,1e-05,1e-05,1e-05,0.99995,African
HG03455,MSL,African,kg,,African,yes,yes,0.99995,1e-05,1e-05,1e-05,1e-05,1e-05,0.99995,African
HG03456,MSL,African,kg,,,yes,no,,,,,,,,
HG03457,MSL,African,kg,,African,yes,no,,,,,,,,
HG03458,MSL,African,kg,,African,yes,yes,0.99995,1e-05,1e-05,1e-05,1e-05,1e-05,0.99995,African
HG03460,MSL,African,kg,,African,yes,yes,0.99995,1e-05,1e-05,1e-05,1e-05,1e-05,0.99995,African
HG03461,MSL,African,kg,,African,yes,yes,0.99995,1e-05,1e-05,1e-05,1e-05,1e-05,0.99995,African
HG03464,MSL,African,kg,,African,yes,yes,0.99995,1e-05,1e-05,1e-05,1e-05,1e-05,0.99995,African
HG03469,MSL,African,kg,,African,yes,yes,0.99995,1e-05,1e-05,1e-05,1e-05,1e-05,0.99995,African
HG03470,MSL,African,kg,,African,yes,yes,0.99995,1e-05,1e-05,1e-05,1e-05,1e-05,0.99995,African
HG03472,MSL,African,kg,,African,yes,yes,0.99995,1e-05,1e-05,1e-05,1e-05,1e-05,0.99995,African
HG03473,MSL,African,kg,,African,yes,yes,0.99995,1e-05,1e-05,1e-05,1e-05,1e-05,0.99995,African
HG03476,MSL,African,kg,,African,yes,yes,0.99995,1e-05,1e-05,1e-05,1e-05,1e-05,0.99995,African
HG03478,MSL,African,kg,,African,yes,no,,,,,,,,
HG03479,MSL,African,kg,,African,yes,yes,0.99995,1e-05,1e-05,1e-05,1e-05,1e-05,0.99995,African
HG03480,MSL,African,kg,,,yes,no,,,,,,,,
HG03484,MSL,African,kg,,African,yes,no,,,,,,,,
HG03485,MSL,African,kg,,African,yes,yes,0.99995,1e-05,1e-05,1e-05,1e-05,1e-05,0.99995,African
HG03486,MSL,African,kg,,,yes,no,,,,,,,,
HG03487,PJL,South Asian,kg,,,no,yes,1e-05,0.014004,0.002938,0.13069,1e-05,0.852348,0.852348,South Asian
HG03488,PJL,South Asian,kg,,South Asian,no,yes,1e-05,0.004353,0.004767,0.143754,0.000148,0.846968,0.846968,South Asian
HG03489,PJL,South Asian,kg,,,no,no,,,,,,,,
HG03490,PJL,South Asian,kg,,South Asian,no,yes,1e-05,0.00898,1e-05,0.190177,1e-05,0.800813,0.800813,South Asian
HG03491,PJL,South Asian,kg,,South Asian,no,yes,1e-05,0.009307,0.014675,0.059653,0.013643,0.902712,0.902712,South Asian
HG03492,PJL,South Asian,kg,,,no,no,,,,,,,,
HG03499,ESN,African,kg,,African,yes,yes,0.99995,1e-05,1e-05,1e-05,1e-05,1e-05,0.99995,African
HG03511,ESN,African,kg,,African,yes,yes,0.99995,1e-05,1e-05,1e-05,1e-05,1e-05,0.99995,African
HG03514,ESN,African,kg,,African,yes,yes,0.99995,1e-05,1e-05,1e-05,1e-05,1e-05,0.99995,African
HG03515,ESN,African,kg,,African,yes,yes,0.99995,1e-05,1e-05,1e-05,1e-05,1e-05,0.99995,African
HG03516,ESN,African,kg,,,yes,no,,,,,,,,
HG03517,ESN,African,kg,,African,yes,yes,0.999947,1.3e-05,1e-05,1e-05,1e-05,1e-05,0.999947,African
HG03518,ESN,African,kg,,African,yes,yes,0.99995,1e-05,1e-05,1e-05,1e-05,1e-05,0.99995,African
HG03519,ESN,African,kg,,,yes,no,,,,,,,,
HG03520,ESN,African,kg,,African,yes,yes,0.99995,1e-05,1e-05,1e-05,1e-05,1e-05,0.99995,African
HG03521,ESN,African,kg,,African,yes,yes,0.99995,1e-05,1e-05,1e-05,1e-05,1e-05,0.99995,African
HG03522,ESN,African,kg,,,yes,no,,,,,,,,
HG03538,GWD,African,kg,,African,no,yes,0.992899,1e-05,0.002184,1e-05,0.004887,1e-05,0.992899,African
HG03539,GWD,African,kg,,African,no,yes,0.962569,1e-05,1e-05,0.034175,0.003226,1e-05,0.962569,African
HG03540,GWD,African,kg,,,no,no,,,,,,,,
HG03547,MSL,African,kg,,African,yes,yes,0.99995,1e-05,1e-05,1e-05,1e-05,1e-05,0.99995,African
HG03548,MSL,African,kg,,African,yes,yes,0.99995,1e-05,1e-05,1e-05,1e-05,1e-05,0.99995,African
HG03556,MSL,African,kg,,African,yes,yes,0.99995,1e-05,1e-05,1e-05,1e-05,1e-05,0.99995,African
HG03557,MSL,African,kg,,African,yes,yes,0.99995,1e-05,1e-05,1e-05,1e-05,1e-05,0.99995,African
HG03558,MSL,African,kg,,African,yes,yes,0.99995,1e-05,1e-05,1e-05,1e-05,1e-05,0.99995,African
HG03559,MSL,African,kg,,African,yes,yes,0.99995,1e-05,1e-05,1e-05,1e-05,1e-05,0.99995,African
HG03563,MSL,African,kg,,African,yes,yes,0.999477,1.1e-05,0.000482,1e-05,1e-05,1e-05,0.999477,African
HG03565,MSL,African,kg,,African,yes,yes,0.99995,1e-05,1e-05,1e-05,1e-05,1e-05,0.99995,African
HG03567,MSL,African,kg,,African,yes,yes,0.999943,1e-05,1e-05,1e-05,1e-05,1.7e-05,0.999943,African
HG03571,MSL,African,kg,,African,yes,yes,0.99995,1e-05,1e-05,1e-05,1e-05,1e-05,0.99995,African
HG03572,MSL,African,kg,,African,yes,yes,0.99995,1e-05,1e-05,1e-05,1e-05,1e-05,0.99995,African
HG03574,MSL,African,kg,,,yes,no,,,,,,,,
HG03575,MSL,African,kg,,African,yes,yes,0.99995,1e-05,1e-05,1e-05,1e-05,1e-05,0.99995,African
HG03576,MSL,African,kg,,,yes,no,,,,,,,,
HG03577,MSL,African,kg,,African,yes,yes,0.99995,1e-05,1e-05,1e-05,1e-05,1e-05,0.99995,African
HG03578,MSL,African,kg,,African,yes,yes,0.99995,1e-05,1e-05,1e-05,1e-05,1e-05,0.99995,African
HG03579,MSL,African,kg,,,yes,no,,,,,,,,
HG03582,MSL,African,kg,,,yes,yes,0.99995,1e-05,1e-05,1e-05,1e-05,1e-05,0.99995,African
HG03583,MSL,African,kg,,African,yes,yes,0.99995,1e-05,1e-05,1e-05,1e-05,1e-05,0.99995,African
HG03584,MSL,African,kg,,,yes,no,,,,,,,,
HG03585,BEB,South Asian,kg,,South Asian,no,yes,0.001554,0.002101,0.134986,0.013141,0.020597,0.827622,0.827622,South Asian
HG03589,BEB,South Asian,kg,,South Asian,no,yes,0.003267,0.002012,0.109812,0.020497,0.023749,0.840663,0.840663,South Asian
HG03593,BEB,South Asian,kg,,South Asian,no,yes,0.000918,0.014688,0.108705,0.004786,0.007355,0.863549,0.863549,South Asian
HG03594,BEB,South Asian,kg,,South Asian,no,yes,1e-05,0.009079,0.132307,0.021122,0.003684,0.833799,0.833799,South Asian
HG03595,BEB,South Asian,kg,,South Asian,no,yes,1e-05,0.010133,0.13559,0.022721,0.021264,0.810283,0.810283,South Asian
HG03596,BEB,South Asian,kg,,,no,no,,,,,,,,
HG03598,BEB,South Asian,kg,,South Asian,no,yes,1e-05,0.005571,0.135082,0.030698,0.021429,0.807211,0.807211,South Asian
HG03600,BEB,South Asian,kg,,South Asian,no,yes,1e-05,1e-05,0.046438,1e-05,0.018204,0.935328,0.935328,South Asian
HG03603,BEB,South Asian,kg,,South Asian,no,yes,1e-05,1e-05,0.131524,0.019136,0.021435,0.827885,0.827885,South Asian
HG03604,BEB,South Asian,kg,,South Asian,no,yes,1e-05,0.007035,0.106651,0.017384,0.01241,0.856509,0.856509,South Asian
HG03605,BEB,South Asian,kg,,,no,no,,,,,,,,
HG03606,BEB,South Asian,kg,,,no,yes,0.005905,0.007489,0.174602,0.02367,0.023225,0.765109,0.765109,South Asian
HG03607,BEB,South Asian,kg,,South Asian,no,yes,1e-05,0.003213,0.143939,0.017174,0.011063,0.824601,0.824601,South Asian
HG03611,BEB,South Asian,kg,,South Asian,no,yes,0.002735,0.01063,0.130512,0.026975,0.002042,0.827106,0.827106,South Asian
HG03615,BEB,South Asian,kg,,South Asian,no,yes,0.004245,0.003905,0.135088,0.030507,0.01071,0.815544,0.815544,South Asian
HG03616,BEB,South Asian,kg,,South Asian,no,yes,1e-05,0.004952,0.127153,0.011487,0.010115,0.846283,0.846283,South Asian
HG03617,BEB,South Asian,kg,,,no,no,,,,,,,,
HG03618,PJL,South Asian,kg,,,no,yes,0.003226,0.004595,1e-05,0.171128,1e-05,0.821032,0.821032,South Asian
HG03619,PJL,South Asian,kg,,South Asian,no,yes,1e-05,0.021666,1e-05,0.259538,1e-05,0.718766,0.718766,South Asian
HG03620,PJL,South Asian,kg,,,no,no,,,,,,,,
HG03624,PJL,South Asian,kg,,South Asian,no,yes,1e-05,0.0017,1e-05,0.224281,1e-05,0.773988,0.773988,South Asian
HG03625,PJL,South Asian,kg,,South Asian,no,yes,1e-05,1e-05,1e-05,0.257864,1e-05,0.742096,0.742096,South Asian
HG03626,PJL,South Asian,kg,,,no,no,,,,,,,,
HG03629,PJL,South Asian,kg,,South Asian,no,yes,0.001024,0.006007,0.001473,0.185691,1e-05,0.805794,0.805794,South Asian
HG03631,PJL,South Asian,kg,,South Asian,no,yes,1e-05,0.00933,1e-05,0.156139,0.005016,0.829495,0.829495,South Asian
HG03633,PJL,South Asian,kg,,,no,yes,1.1e-05,0.003439,0.013417,0.104025,1e-05,0.879097,0.879097,South Asian
HG03634,PJL,South Asian,kg,,South Asian,no,yes,1e-05,0.006644,1e-05,0.2224,1e-05,0.770926,0.770926,South Asian
HG03635,PJL,South Asian,kg,,,no,no,,,,,,,,
HG03636,PJL,South Asian,kg,,South Asian,no,yes,1e-05,0.010585,0.01475,0.146449,1e-05,0.828196,0.828196,South Asian
HG03639,PJL,South Asian,kg,,,no,yes,1e-05,0.01249,0.014781,0.015233,0.015436,0.94205,0.94205,South Asian
HG03640,PJL,South Asian,kg,,South Asian,no,yes,1e-05,1e-05,0.05239,0.024815,0.012551,0.910224,0.910224,South Asian
HG03641,PJL,South Asian,kg,,,no,no,,,,,,,,
HG03642,STU,South Asian,kg,,South Asian,yes,yes,0.002658,1e-05,0.057151,1e-05,0.012835,0.927336,0.927336,South Asian
HG03643,STU,South Asian,kg,,South Asian,yes,yes,0.005903,0.004812,0.036174,1e-05,0.000902,0.952199,0.952199,South Asian
HG03644,STU,South Asian,kg,,South Asian,yes,yes,1e-05,1e-05,0.031476,1e-05,0.018603,0.949891,0.949891,South Asian
HG03645,STU,South Asian,kg,,South Asian,yes,yes,1e-05,1e-05,0.040168,1e-05,0.009371,0.950432,0.950432,South Asian
HG03646,STU,South Asian,kg,,South Asian,yes,yes,0.001717,1e-05,0.033123,1e-05,0.021357,0.943783,0.943783,South Asian
HG03649,PJL,South Asian,kg,,South Asian,no,yes,0.004024,0.01705,0.017883,0.120803,0.001228,0.839011,0.839011,South Asian
HG03650,PJL,South Asian,kg,,,no,yes,1e-05,0.011934,0.014751,0.129327,1e-05,0.843968,0.843968,South Asian
HG03651,PJL,South Asian,kg,,,no,no,,,,,,,,
HG03652,PJL,South Asian,kg,,South Asian,no,yes,1e-05,1e-05,0.01638,0.079352,0.009492,0.894756,0.894756,South Asian
HG03653,PJL,South Asian,kg,,South Asian,no,yes,0.001585,0.015126,0.005619,0.082441,0.006935,0.888293,0.888293,South Asian
HG03654,PJL,South Asian,kg,,,no,no,,,,,,,,
HG03660,PJL,South Asian,kg,,South Asian,no,yes,1e-05,0.005151,0.03762,0.04635,0.014105,0.896764,0.896764,South Asian
HG03663,PJL,South Asian,kg,,South Asian,no,yes,1e-05,1e-05,0.032328,1e-05,0.009507,0.958135,0.958135,South Asian
HG03667,PJL,South Asian,kg,,South Asian,no,yes,1e-05,1e-05,0.064305,1e-05,0.011585,0.92408,0.92408,South Asian
HG03668,PJL,South Asian,kg,,South Asian,no,yes,1e-05,0.019435,0.023656,0.093921,0.00115,0.861828,0.861828,South Asian
HG03669,PJL,South Asian,kg,,,no,no,,,,,,,,
HG03672,STU,South Asian,kg,,South Asian,yes,yes,1e-05,1e-05,0.010558,1e-05,0.017861,0.971551,0.971551,South Asian
HG03673,STU,South Asian,kg,,South Asian,yes,yes,0.009071,0.001453,0.018838,0.003295,0.024665,0.942677,0.942677,South Asian
HG03679,STU,South Asian,kg,,South Asian,yes,yes,1e-05,1e-05,0.036287,1e-05,0.016117,0.947566,0.947566,South Asian
HG03680,STU,South Asian,kg,,South Asian,yes,yes,0.003572,0.000444,0.025972,1e-05,0.017787,0.952215,0.952215,South Asian
HG03681,STU,South Asian,kg,,South Asian,yes,yes,0.00525,1e-05,0.02956,1e-05,0.022945,0.942224,0.942224,South Asian
HG03682,STU,South Asian,kg,,,yes,yes,0.019707,1e-05,0.050827,0.006426,0.030846,0.892185,0.892185,South Asian
HG03683,STU,South Asian,kg,,,yes,no,,,,,,,,
HG03684,STU,South Asian,kg,,South Asian,yes,yes,1e-05,1e-05,0.05646,1e-05,0.042744,0.900765,0.900765,South Asian
HG03685,STU,South Asian,kg,,South Asian,yes,yes,7.2e-05,1e-05,0.037438,1e-05,0.012723,0.949747,0.949747,South Asian
HG03686,STU,South Asian,kg,,South Asian,yes,yes,1e-05,1e-05,0.041064,1e-05,0.033772,0.925134,0.925134,South Asian
HG03687,STU,South Asian,kg,,South Asian,yes,yes,1e-05,1e-05,0.033441,1e-05,0.008018,0.958511,0.958511,South Asian
HG03688,STU,South Asian,kg,,,yes,no,,,,,,,,
HG03689,STU,South Asian,kg,,South Asian,yes,yes,0.002322,1e-05,0.034275,1e-05,0.008586,0.954796,0.954796,South Asian
HG03690,STU,South Asian,kg,,South Asian,yes,yes,1e-05,1e-05,0.015659,1e-05,0.021158,0.963153,0.963153,South Asian
HG03691,STU,South Asian,kg,,South Asian,yes,yes,0.003456,1e-05,0.049812,1e-05,0.023076,0.923636,0.923636,South Asian
HG03692,STU,South Asian,kg,,South Asian,yes,yes,0.009554,1e-05,0.040263,1e-05,0.018786,0.931378,0.931378,South Asian
HG03693,STU,South Asian,kg,,South Asian,yes,yes,1e-05,1e-05,0.040607,1e-05,0.022874,0.936489,0.936489,South Asian
