sample_id,population_id,superpopulation,dataset,country,neural_ancestry,supervised,in_qc_panel,African,American,European,max_ancestry,assigned_group
NA18987,JPT,East Asian,kg,,East Asian,yes,yes,1e-05,0.99998,1e-05,0.99998,American
NA18988,JPT,East Asian,kg,,East Asian,yes,yes,1e-05,0.99998,1e-05,0.99998,American
NA18989,JPT,East Asian,kg,,East Asian,yes,yes,1e-05,0.99998,1e-05,0.99998,American
NA18990,JPT,East Asian,kg,,East Asian,yes,yes,1e-05,0.99998,1e-05,0.99998,American
NA18991,JPT,East Asian,kg,,East Asian,yes,yes,1e-05,0.99998,1e-05,0.99998,American
NA18992,JPT,East Asian,kg,,East Asian,yes,yes,1e-05,0.99998,1e-05,0.99998,American
NA18993,JPT,East Asian,kg,,East Asian,yes,yes,1e-05,0.99998,1e-05,0.99998,American
NA18994,JPT,East Asian,kg,,East Asian,yes,yes,1e-05,0.99998,1e-05,0.99998,American
NA18995,JPT,East Asian,kg,,East Asian,yes,yes,1e-05,0.99998,1e-05,0.99998,American
NA18997,JPT,East Asian,kg,,East Asian,yes,yes,1e-05,0.99998,1e-05,0.99998,American
NA18998,JPT,East Asian,kg,,East Asian,yes,yes,1e-05,0.99998,1e-05,0.99998,American
NA18999,JPT,East Asian,kg,,East Asian,yes,yes,1e-05,0.99998,1e-05,0.99998,American
NA19000,JPT,East Asian,kg,,East Asian,yes,yes,1e-05,0.99998,1e-05,0.99998,American
NA19001,JPT,East Asian,kg,,East Asian,yes,yes,1e-05,0.99998,1e-05,0.99998,American
NA19002,JPT,East Asian,kg,,East Asian,yes,yes,1e-05,0.99998,1e-05,0.99998,American
NA19003,JPT,East Asian,kg,,East Asian,yes,yes,1e-05,0.99998,1e-05,0.99998,American
NA19004,JPT,East Asian,kg,,East Asian,yes,yes,1e-05,0.99998,1e-05,0.99998,American
NA19005,JPT,East Asian,kg,,East Asian,yes,yes,1e-05,0.99998,1e-05,0.99998,American
NA19006,JPT,East Asian,kg,,East Asian,yes,yes,1e-05,0.99998,1e-05,0.99998,American
NA19007,JPT,East Asian,kg,,East Asian,yes,yes,1e-05,0.99998,1e-05,0.99998,American
NA19009,JPT,East Asian,kg,,East Asian,yes,yes,1e-05,0.99998,1e-05,0.99998,American
NA19010,JPT,East Asian,kg,,East Asian,yes,yes,1e-05,0.99998,1e-05,0.99998,American
NA19011,JPT,East Asian,kg,,East Asian,yes,yes,1e-05,0.99998,1e-05,0.99998,American
NA19012,JPT,East Asian,kg,,East Asian,yes,yes,1e-05,0.99998,1e-05,0.99998,American
NA19017,LWK,African,kg,,African,no,yes,0.989019,0.010971,1e-05,0.989019,African
NA19019,LWK,African,kg,,African,no,yes,0.969795,0.015341,0.014865,0.969795,African
NA19020,LWK,African,kg,,African,no,yes,0.970058,0.010242,0.019701,0.970058,African
NA19023,LWK,African,kg,,African,no,yes,0.982482,0.008479,0.00904,0.982482,African
NA19024,LWK,African,kg,,African,no,yes,0.982208,0.005308,0.012484,0.982208,African
NA19025,LWK,African,kg,,African,no,yes,0.975751,0.022303,0.001946,0.975751,African
NA19026,LWK,African,kg,,African,no,yes,0.972158,0.008102,0.01974,0.972158,African
NA19027,LWK,African,kg,,African,no,yes,0.952612,0.013323,0.034065,0.952612,African
NA19028,LWK,African,kg,,African,no,yes,0.965072,0.008679,0.026249,0.965072,African
NA19030,LWK,African,kg,,African,no,yes,0.981815,0.018175,1e-05,0.981815,African
NA19031,LWK,African,kg,,African,no,yes,0.96783,0.009694,0.022476,0.96783,African
NA19035,LWK,African,kg,,African,no,yes,0.977421,0.013893,0.008686,0.977421,African
NA19036,LWK,African,kg,,African,no,yes,0.984369,0.008894,0.006737,0.984369,African
NA19037,LWK,African,kg,,African,no,yes,0.972674,0.01561,0.011716,0.972674,African
NA19038,LWK,African,kg,,African,no,yes,0.971247,0.019217,0.009536,0.971247,African
NA19041,LWK,African,kg,,African,no,yes,0.97166,0.013517,0.014822,0.97166,African
NA19042,LWK,African,kg,,African,no,no,,,,,
NA19043,LWK,African,kg,,African,no,yes,0.977113,0.009396,0.013491,0.977113,African
NA19054,JPT,East Asian,kg,,East Asian,yes,yes,1e-05,0.99998,1e-05,0.99998,American
NA19055,JPT,East Asian,kg,,East Asian,yes,yes,1e-05,0.99998,1e-05,0.99998,American
NA19056,JPT,East Asian,kg,,East Asian,yes,yes,1e-05,0.99998,1e-05,0.99998,American
NA19057,JPT,East Asian,kg,,East Asian,yes,yes,1e-05,0.99998,1e-05,0.99998,American
NA19058,JPT,East Asian,kg,,East Asian,yes,yes,1e-05,0.99998,1e-05,0.99998,American
NA19059,JPT,East Asian,kg,,East Asian,yes,yes,1e-05,0.99998,1e-05,0.99998,American
NA19060,JPT,East Asian,kg,,East Asian,yes,yes,1e-05,0.99998,1e-05,0.99998,American
NA19062,JPT,East Asian,kg,,East Asian,yes,yes,1e-05,0.99998,1e-05,0.99998,American
NA19063,JPT,East Asian,kg,,East Asian,yes,yes,1e-05,0.99998,1e-05,0.99998,American
NA19064,JPT,East Asian,kg,,East Asian,yes,yes,1e-05,0.99998,1e-05,0.99998,American
NA19065,JPT,East Asian,kg,,East Asian,yes,yes,1e-05,0.99998,1e-05,0.99998,American
NA19066,JPT,East Asian,kg,,East Asian,yes,yes,1e-05,0.99998,1e-05,0.99998,American
NA19067,JPT,East Asian,kg,,East Asian,yes,yes,1e-05,0.99998,1e-05,0.99998,American
NA19068,JPT,East Asian,kg,,East Asian,yes,yes,1e-05,0.99998,1e-05,0.99998,American
NA19070,JPT,East Asian,kg,,East Asian,yes,yes,1e-05,0.99998,1e-05,0.99998,American
NA19072,JPT,East Asian,kg,,East Asian,yes,yes,1e-05,0.99998,1e-05,0.99998,American
NA19074,JPT,East Asian,kg,,East Asian,yes,yes,1e-05,0.99998,1e-05,0.99998,American
NA19075,JPT,East Asian,kg,,East Asian,yes,yes,1e-05,0.99998,1e-05,0.99998,American
NA19076,JPT,East Asian,kg,,East Asian,yes,yes,1e-05,0.99998,1e-05,0.99998,American
NA19077,JPT,East Asian,kg,,East Asian,yes,yes,1e-05,0.99998,1e-05,0.99998,American
NA19078,JPT,East Asian,kg,,East Asian,yes,yes,1e-05,0.99998,1e-05,0.99998,American
NA19079,JPT,East Asian,kg,,East Asian,yes,yes,1e-05,0.99998,1e-05,0.99998,American
NA19080,JPT,East Asian,kg,,East Asian,yes,yes,1e-05,0.99998,1e-05,0.99998,American
NA19081,JPT,East Asian,kg,,East Asian,yes,yes,1e-05,0.99998,1e-05,0.99998,American
NA19082,JPT,East Asian,kg,,East Asian,yes,yes,1e-05,0.99998,1e-05,0.99998,American
NA19083,JPT,East Asian,kg,,East Asian,yes,yes,1e-05,0.99998,1e-05,0.99998,American
NA19084,JPT,East Asian,kg,,East Asian,yes,yes,1e-05,0.99998,1e-05,0.99998,American
NA19085,JPT,East Asian,kg,,East Asian,yes,yes,1e-05,0.99998,1e-05,0.99998,American
NA19086,JPT,East Asian,kg,,East Asian,yes,yes,1e-05,0.99998,1e-05,0.99998,American
NA19087,JPT,East Asian,kg,,East Asian,yes,yes,1e-05,0.99998,1e-05,0.99998,American
NA19088,JPT,East Asian,kg,,East Asian,yes,yes,1e-05,0.99998,1e-05,0.99998,American
NA19089,JPT,East Asian,kg,,East Asian,yes,yes,1e-05,0.99998,1e-05,0.99998,American
NA19090,JPT,East Asian,kg,,East Asian,yes,yes,1e-05,0.99998,1e-05,0.99998,American
NA19091,JPT,East Asian,kg,,East Asian,yes,yes,1e-05,0.99998,1e-05,0.99998,American
NA19092,YRI,African,kg,,African,yes,yes,0.99998,1e-05,1e-05,0.99998,African
NA19093,YRI,African,kg,,African,yes,yes,0.99998,1e-05,1e-05,0.99998,African
NA19094,YRI,African,kg,,,yes,no,,,,,
NA19095,YRI,African,kg,,African,yes,yes,0.99998,1e-05,1e-05,0.99998,African
NA19096,YRI,African,kg,,African,yes,yes,0.99998,1e-05,1e-05,0.99998,African
NA19097,YRI,African,kg,,,yes,no,,,,,
NA19098,YRI,African,kg,,African,yes,yes,0.99998,1e-05,1e-05,0.99998,African
NA19099,YRI,African,kg,,African,yes,yes,0.99998,1e-05,1e-05,0.99998,African
NA19100,YRI,African,kg,,,yes,no,,,,,
NA19101,YRI,African,kg,,,yes,no,,,,,
NA19102,YRI,African,kg,,African,yes,yes,0.99998,1e-05,1e-05,0.99998,African
NA19103,YRI,African,kg,,,yes,no,,,,,
NA19107,YRI,African,kg,,African,yes,yes,0.99998,1e-05,1e-05,0.99998,African
NA19108,YRI,African,kg,,African,yes,yes,0.99998,1e-05,1e-05,0.99998,African
NA19109,YRI,African,kg,,,yes,no,,,,,
NA19113,YRI,African,kg,,African,yes,yes,0.99998,1e-05,1e-05,0.99998,African
NA19114,YRI,African,kg,,African,yes,yes,0.99998,1e-05,1e-05,0.99998,African
NA19115,YRI,African,kg,,,yes,no,,,,,
NA19116,YRI,African,kg,,African,yes,yes,0.99998,1e-05,1e-05,0.99998,African
NA19117,YRI,African,kg,,African,yes,yes,0.99998,1e-05,1e-05,0.99998,African
NA19118,YRI,African,kg,,African,yes,yes,0.994698,0.005292,1e-05,0.994698,African
NA19119,YRI,African,kg,,African,yes,yes,0.99998,1e-05,1e-05,0.99998,African
NA19120,YRI,African,kg,,,yes,no,,,,,
NA19121,YRI,African,kg,,African,yes,yes,0.99998,1e-05,1e-05,0.99998,African
NA19122,YRI,African,kg,,,yes,yes,0.99998,1e-05,1e-05,0.99998,African
NA19123,YRI,African,kg,,,yes,no,,,,,
NA19127,YRI,African,kg,,,yes,yes,0.99998,1e-05,1e-05,0.99998,African
NA19128,YRI,African,kg,,,yes,yes,0.99998,1e-05,1e-05,0.99998,African
NA19129,YRI,African,kg,,African,yes,no,,,,,
NA19130,YRI,African,kg,,African,yes,yes,0.99998,1e-05,1e-05,0.99998,African
NA19131,YRI,African,kg,,African,yes,yes,0.99998,1e-05,1e-05,0.99998,African
NA19132,YRI,African,kg,,,yes,no,,,,,
NA19137,YRI,African,kg,,African,yes,yes,0.99998,1e-05,1e-05,0.99998,African
NA19138,YRI,African,kg,,African,yes,yes,0.99998,1e-05,1e-05,0.99998,African
NA19139,YRI,African,kg,,,yes,no,,,,,
NA19140,YRI,African,kg,,,yes,yes,0.99998,1e-05,1e-05,0.99998,African
NA19141,YRI,African,kg,,African,yes,yes,0.99998,1e-05,1e-05,0.99998,African
NA19142,YRI,African,kg,,,yes,no,,,,,
NA19143,YRI,African,kg,,African,yes,yes,0.99998,1e-05,1e-05,0.99998,African
NA19144,YRI,African,kg,,African,yes,yes,0.99998,1e-05,1e-05,0.99998,African
NA19145,YRI,African,kg,,,yes,no,,,,,
NA19146,YRI,African,kg,,African,yes,yes,0.99998,1e-05,1e-05,0.99998,African
NA19147,YRI,African,kg,,African,yes,yes,0.99998,1e-05,1e-05,0.99998,African
NA19148,YRI,African,kg,,,yes,no,,,,,
NA19149,YRI,African,kg,,African,yes,yes,0.99998,1e-05,1e-05,0.99998,African
NA19150,YRI,African,kg,,,yes,yes,0.99998,1e-05,1e-05,0.99998,African
NA19151,YRI,African,kg,,,yes,no,,,,,
NA19152,YRI,African,kg,,African,yes,yes,0.99998,1e-05,1e-05,0.99998,African
NA19153,YRI,African,kg,,African,yes,yes,0.99998,1e-05,1e-05,0.99998,African
NA19154,YRI,African,kg,,,yes,no,,,,,
NA19159,YRI,African,kg,,African,yes,yes,0.99998,1e-05,1e-05,0.99998,African
NA19160,YRI,African,kg,,African,yes,yes,0.99998,1e-05,1e-05,0.99998,African
NA19161,YRI,African,kg,,,yes,no,,,,,
NA19171,YRI,African,kg,,African,yes,yes,0.99998,1e-05,1e-05,0.99998,African
NA19172,YRI,African,kg,,African,yes,yes,0.99998,1e-05,1e-05,0.99998,African
NA19173,YRI,African,kg,,,yes,no,,,,,
NA19174,YRI,African,kg,,,yes,no,,,,,
NA19175,YRI,African,kg,,African,yes,yes,0.99998,1e-05,1e-05,0.99998,African
NA19176,YRI,African,kg,,,yes,yes,0.99998,1e-05,1e-05,0.99998,African
NA19177,YRI,African,kg,,,yes,no,,,,,
NA19184,YRI,African,kg,,African,yes,yes,0.99998,1e-05,1e-05,0.99998,African
NA19185,YRI,African,kg,,African,yes,yes,0.99998,1e-05,1e-05,0.99998,African
NA19186,YRI,African,kg,,,yes,no,,,,,
NA19189,YRI,African,kg,,African,yes,yes,0.99998,1e-05,1e-05,0.99998,African
NA19190,YRI,African,kg,,African,yes,yes,0.99998,1e-05,1e-05,0.99998,African
NA19191,YRI,African,kg,,,yes,no,,,,,
NA19197,YRI,African,kg,,African,yes,yes,0.99998,1e-05,1e-05,0.99998,African
NA19198,YRI,African,kg,,African,yes,yes,0.99998,1e-05,1e-05,0.99998,African
NA19199,YRI,African,kg,,,yes,no,,,,,
NA19200,YRI,African,kg,,African,yes,yes,0.99998,1e-05,1e-05,0.99998,African
NA19201,YRI,African,kg,,African,yes,yes,0.99998,1e-05,1e-05,0.99998,African
NA19202,YRI,African,kg,,,yes,no,,,,,
NA19203,YRI,African,kg,,,yes,yes,0.99998,1e-05,1e-05,0.99998,African
NA19204,YRI,African,kg,,African,yes,yes,0.99998,1e-05,1e-05,0.99998,African
NA19205,YRI,African,kg,,,yes,no,,,,,
NA19206,YRI,African,kg,,African,yes,yes,0.99998,1e-05,1e-05,0.99998,African
NA19207,YRI,African,kg,,African,yes,yes,0.99998,1e-05,1e-05,0.99998,African
NA19208,YRI,African,kg,,,yes,no,,,,,
NA19209,YRI,African,kg,,African,yes,yes,0.99998,1e-05,1e-05,0.99998,African
NA19210,YRI,African,kg,,African,yes,yes,0.99998,1e-05,1e-05,0.99998,African
NA19211,YRI,African,kg,,,yes,no,,,,,
NA19213,YRI,African,kg,,African,yes,yes,0.99998,1e-05,1e-05,0.99998,African
NA19214,YRI,African,kg,,African,yes,yes,0.99998,1e-05,1e-05,0.99998,African
NA19215,YRI,African,kg,,,yes,no,,,,,
NA19221,YRI,African,kg,,,yes,no,,,,,
NA19222,YRI,African,kg,,African,yes,yes,0.99998,1e-05,1e-05,0.99998,African
NA19223,YRI,African,kg,,African,yes,yes,0.99998,1e-05,1e-05,0.99998,African
NA19224,YRI,African,kg,,,yes,no,,,,,
NA19225,YRI,African,kg,,African,yes,yes,0.99998,1e-05,1e-05,0.99998,African
NA19226,YRI,African,kg,,,yes,yes,0.99998,1e-05,1e-05,0.99998,African
NA19235,YRI,African,kg,,African,yes,yes,0.99998,1e-05,1e-05,0.99998,African
NA19236,YRI,African,kg,,African,yes,yes,0.99998,1e-05,1e-05,0.99998,African
NA19237,YRI,African,kg,,,yes,no,,,,,
NA19238,YRI,African,kg,,African,yes,no,,,,,
NA19239,YRI,African,kg,,African,yes,yes,0.99998,1e-05,1e-05,0.99998,African
NA19240,YRI,African,kg,,,yes,no,,,,,
NA19247,YRI,African,kg,,African,yes,yes,0.99998,1e-05,1e-05,0.99998,African
NA19248,YRI,African,kg,,African,yes,yes,0.99998,1e-05,1e-05,0.99998,African
NA19249,YRI,African,kg,,,yes,no,,,,,
NA19256,YRI,African,kg,,African,yes,yes,0.99998,1e-05,1e-05,0.99998,African
NA19257,YRI,African,kg,,African,yes,yes,0.99998,1e-05,1e-05,0.99998,African
NA19258,YRI,African,kg,,,yes,no,,,,,
NA19307,LWK,African,kg,,African,no,yes,0.975406,0.012006,0.012588,0.975406,African
NA19308,LWK,African,kg,,African,no,yes,0.976849,0.013645,0.009506,0.976849,African
NA19309,LWK,African,kg,,African,no,yes,0.971612,0.008691,0.019698,0.971612,African
NA19310,LWK,African,kg,,African,no,yes,0.982345,0.016065,0.00159,0.982345,African
NA19312,LWK,African,kg,,African,no,yes,0.976103,0.010893,0.013003,0.976103,African
NA19314,LWK,African,kg,,African,no,yes,0.952346,0.011774,0.035879,0.952346,African
NA19315,LWK,African,kg,,African,no,yes,0.961328,0.008294,0.030378,0.961328,African
NA19316,LWK,African,kg,,African,no,yes,0.973569,0.010027,0.016405,0.973569,African
NA19317,LWK,African,kg,,African,no,yes,0.983168,0.010883,0.005949,0.983168,African
NA19318,LWK,African,kg,,African,no,yes,0.979523,0.010708,0.00977,0.979523,African
NA19319,LWK,African,kg,,African,no,yes,0.978993,0.005456,0.015551,0.978993,African
NA19320,LWK,African,kg,,African,no,yes,0.970648,0.016003,0.013349,0.970648,African
NA19321,LWK,African,kg,,African,no,yes,0.979671,0.014666,0.005663,0.979671,African
NA19323,LWK,African,kg,,African,no,yes,0.959214,0.015297,0.025489,0.959214,African
NA19324,LWK,African,kg,,African,no,yes,0.977699,0.007874,0.014427,0.977699,African
NA19327,LWK,African,kg,,African,no,yes,0.952525,0.018694,0.028782,0.952525,African
NA19328,LWK,African,kg,,African,no,yes,0.974777,0.009298,0.015925,0.974777,African
NA19331,LWK,African,kg,,African,no,yes,0.97495,0.012461,0.012589,0.97495,African
NA19332,LWK,African,kg,,African,no,yes,0.973544,0.015343,0.011113,0.973544,African
NA19334,LWK,African,kg,,African,no,no,,,,,
NA19338,LWK,African,kg,,African,no,yes,0.96116,0.015066,0.023775,0.96116,African
NA19346,LWK,African,kg,,African,no,yes,0.980661,0.014152,0.005187,0.980661,African
NA19347,LWK,African,kg,,African,no,yes,0.976855,0.01414,0.009004,0.976855,African
NA19350,LWK,African,kg,,African,no,yes,0.9685,0.015023,0.016477,0.9685,African
NA19351,LWK,African,kg,,African,no,yes,0.978041,0.009784,0.012175,0.978041,African
NA19355,LWK,African,kg,,African,no,yes,0.970639,0.017978,0.011383,0.970639,African
NA19360,LWK,African,kg,,African,no,yes,0.977051,0.021417,0.001532,0.977051,African
NA19372,LWK,African,kg,,African,no,yes,0.978259,0.012828,0.008913,0.978259,African
NA19374,LWK,African,kg,,African,no,yes,0.973596,0.015204,0.0112,0.973596,African
NA19375,LWK,African,kg,,African,no,yes,0.968805,0.008523,0.022673,0.968805,African
NA19376,LWK,African,kg,,African,no,yes,0.983264,0.01661,0.000126,0.983264,African
NA19377,LWK,African,kg,,African,no,yes,0.979064,0.005898,0.015039,0.979064,African
NA19378,LWK,African,kg,,African,no,yes,0.975212,0.008841,0.015948,0.975212,African
NA19379,LWK,African,kg,,African,no,yes,0.975372,0.015739,0.008889,0.975372,African
NA19380,LWK,African,kg,,African,no,yes,0.961848,0.012053,0.026099,0.961848,African
NA19383,LWK,African,kg,,African,no,yes,0.968093,0.013604,0.018303,0.968093,African
NA19384,LWK,African,kg,,African,no,yes,0.989736,0.010254,1e-05,0.989736,African
NA19385,LWK,African,kg,,African,no,yes,0.966092,0.013284,0.020624,0.966092,African
NA19390,LWK,African,kg,,African,no,yes,0.974394,0.010852,0.014753,0.974394,African
NA19391,LWK,African,kg,,African,no,yes,0.984105,0.015885,1e-05,0.984105,African
NA19393,LWK,African,kg,,African,no,yes,0.978202,0.015128,0.00667,0.978202,African
NA19394,LWK,African,kg,,African,no,yes,0.970844,0.01445,0.014705,0.970844,African
NA19395,LWK,African,kg,,African,no,yes,0.96148,0.023243,0.015277,0.96148,African
NA19397,LWK,African,kg,,African,no,yes,0.977609,0.022381,1e-05,0.977609,African
NA19399,LWK,African,kg,,African,no,yes,0.991618,0.008372,1e-05,0.991618,African
NA19401,LWK,African,kg,,African,no,yes,0.964013,0.012919,0.023067,0.964013,African
NA19403,LWK,African,kg,,African,no,yes,0.959543,0.011645,0.028812,0.959543,African
NA19404,LWK,African,kg,,African,no,yes,0.974272,0.018322,0.007406,0.974272,African
NA19428,LWK,African,kg,,African,no,yes,0.973154,0.006224,0.020621,0.973154,African
NA19429,LWK,African,kg,,African,no,yes,0.979565,0.018196,0.002239,0.979565,African
NA19430,LWK,African,kg,,African,no,yes,0.973909,0.013874,0.012218,0.973909,African
NA19431,LWK,African,kg,,African,no,yes,0.986615,0.006923,0.006462,0.986615,African
NA19434,LWK,African,kg,,African,no,yes,0.968392,0.017657,0.013951,0.968392,African
NA19435,LWK,African,kg,,African,no,yes,0.967161,0.011242,0.021597,0.967161,African
NA19436,LWK,African,kg,,African,no,yes,0.976281,0.01,0.013719,0.976281,African
NA19437,LWK,African,kg,,African,no,yes,0.964123,0.009534,0.026343,0.964123,African
NA19438,LWK,African,kg,,African,no,yes,0.980502,0.019488,1e-05,0.980502,African
NA19439,LWK,African,kg,,African,no,yes,0.971314,0.01378,0.014906,0.971314,African
NA19440,LWK,African,kg,,African,no,yes,0.963526,0.01704,0.019434,0.963526,African
NA19443,LWK,African,kg,,African,no,yes,0.974183,0.010599,0.015219,0.974183,African
NA19445,LWK,African,kg,,African,no,yes,0.97838,0.010642,0.010977,0.97838,African
NA19446,LWK,African,kg,,African,no,yes,0.979708,0.006116,0.014176,0.979708,African
NA19448,LWK,African,kg,,African,no,yes,0.97012,0.013217,0.016663,0.97012,African
NA19449,LWK,African,kg,,African,no,yes,0.973351,0.013528,0.013121,0.973351,African
NA19451,LWK,African,kg,,African,no,yes,0.976826,0.009473,0.013702,0.976826,African
NA19452,LWK,African,kg,,African,no,yes,0.963139,0.020636,0.016225,0.963139,African
NA19454,LWK,African,kg,,African,no,yes,0.974901,0.012812,0.012287,0.974901,African
NA19455,LWK,African,kg,,African,no,yes,0.970357,0.014735,0.014909,0.970357,African
NA19456,LWK,African,kg,,African,no,yes,0.973963,0.014025,0.012012,0.973963,African
NA19457,LWK,African,kg,,African,no,yes,0.970351,0.021354,0.008294,0.970351,African
NA19461,LWK,African,kg,,African,no,yes,0.970316,0.012622,0.017062,0.970316,African
NA19462,LWK,African,kg,,African,no,yes,0.982482,0.012932,0.004586,0.982482,African
NA19463,LWK,African,kg,,African,no,yes,0.964826,0.013377,0.021797,0.964826,African
NA19466,LWK,African,kg,,African,no,yes,0.959386,0.016394,0.02422,0.959386,African
NA19467,LWK,African,kg,,African,no,yes,0.968875,0.008487,0.022638,0.968875,African
NA19468,LWK,African,kg,,African,no,yes,0.968713,0.013757,0.017529,0.968713,African
NA19471,LWK,African,kg,,African,no,yes,0.965388,0.015995,0.018617,0.965388,African
NA19472,LWK,African,kg,,African,no,yes,0.959776,0.011988,0.028236,0.959776,African
NA19473,LWK,African,kg,,African,no,yes,0.969151,0.015304,0.015546,0.969151,African
NA19474,LWK,African,kg,,African,no,yes,0.965584,0.008488,0.025928,0.965584,African
NA19475,LWK,African,kg,,African,no,yes,0.97375,0.007388,0.018862,0.97375,African
NA19625,ASW,African,kg,,,no,yes,0.643508,0.20463,0.151862,0.643508,African
NA19648,MXL,American,kg,,,no,yes,0.022457,0.043481,0.934062,0.934062,European
NA19649,MXL,American,kg,,,no,yes,0.034188,0.1879,0.777912,0.777912,European
NA19650,MXL,American,kg,,,no,no,,,,,
NA19651,MXL,American,kg,,,no,yes,0.051632,0.21685,0.731517,0.731517,European
NA19652,MXL,American,kg,,,no,yes,0.037182,0.21123,0.751588,0.751588,European
NA19653,MXL,American,kg,,,no,no,,,,,
NA19654,MXL,American,kg,,,no,yes,0.04443,0.461342,0.494228,0.494228,European
NA19655,MXL,American,kg,,,no,yes,0.047589,0.261313,0.691097,0.691097,European
NA19656,MXL,American,kg,,,no,no,,,,,
NA19657,MXL,American,kg,,,no,yes,0.03358,0.500292,0.466128,0.500292,American
NA19658,MXL,American,kg,,,no,yes,0.011976,0.27401,0.714014,0.714014,European
NA19659,MXL,American,kg,,,no,no,,,,,
NA19660,MXL,American,kg,,,no,no,,,,,
NA19661,MXL,American,kg,,,no,no,,,,,
NA19662,MXL,American,kg,,,no,yes,0.033432,0.38301,0.583559,0.583559,European
NA19663,MXL,American,kg,,,no,yes,0.050586,0.498415,0.450999,0.498415,American
NA19664,MXL,American,kg,,,no,yes,0.045598,0.437552,0.516851,0.516851,European
NA19665,MXL,American,kg,,,no,no,,,,,
NA19669,MXL,American,kg,,,no,yes,0.012215,0.288284,0.699501,0.699501,European
NA19670,MXL,American,kg,,,no,yes,0.04064,0.388784,0.570576,0.570576,European
NA19671,MXL,American,kg,,,no,no,,,,,
NA19675,MXL,American,kg,,,no,no,,,,,
NA19676,MXL,American,kg,,,no,yes,0.034803,0.243621,0.721576,0.721576,European
NA19677,MXL,American,kg,,,no,no,,,,,
NA19678,MXL,American,kg,,,no,yes,0.069017,0.165986,0.764997,0.764997,European
NA19679,MXL,American,kg,,,no,yes,0.037559,0.01655,0.945891,0.945891,European
NA19680,MXL,American,kg,,,no,no,,,,,
NA19681,MXL,American,kg,,,no,yes,0.035585,0.496709,0.467706,0.496709,American
NA19682,MXL,American,kg,,,no,yes,0.011705,0.419815,0.56848,0.56848,European
NA19683,MXL,American,kg,,,no,no,,,,,
NA19684,MXL,American,kg,,,no,yes,1e-05,0.253715,0.746275,0.746275,European
NA19685,MXL,American,kg,,,no,no,,,,,
NA19686,MXL,American,kg,,,no,no,,,,,
NA19700,ASW,African,kg,,,no,yes,0.812415,1e-05,0.187575,0.812415,African
NA19701,ASW,African,kg,,,no,yes,0.830395,0.025947,0.143658,0.830395,African
NA19702,ASW,African,kg,,,no,no,,,,,
NA19703,ASW,African,kg,,,no,yes,0.839908,0.00593,0.154162,0.839908,African
NA19704,ASW,African,kg,,,no,yes,0.835264,0.005004,0.159731,0.835264,African
NA19705,ASW,African,kg,,,no,no,,,,,
NA19707,ASW,African,kg,,,no,yes,0.720568,0.013511,0.265921,0.720568,African
NA19711,ASW,African,kg,,,no,yes,0.88448,0.004059,0.111461,0.88448,African
NA19712,ASW,African,kg,,,no,yes,0.877786,0.01384,0.108374,0.877786,African
NA19713,ASW,African,kg,,,no,yes,0.737908,0.003004,0.259088,0.737908,African
NA19716,MXL,American,kg,,,no,yes,0.047175,0.453796,0.499029,0.499029,European
NA19717,MXL,American,kg,,,no,yes,0.021569,0.510809,0.467622,0.510809,American
NA19718,MXL,American,kg,,,no,no,,,,,
NA19719,MXL,American,kg,,,no,yes,0.051928,0.353403,0.594669,0.594669,European
NA19720,MXL,American,kg,,,no,yes,0.037916,0.553083,0.409002,0.553083,American
